360,0.0013
365,0.0013
370,0.0013
375,0.0013
380,0.0013
385,0.0009
390,0.001
395,0.0017
400,0.0039
405,0.0101
410,0.025
415,0.0551
420,0.1101
425,0.2019
430,0.3395
435,0.5079
440,0.7073
445,0.9577
450,1
455,0.7079
460,0.4268
465,0.2835
470,0.1825
475,0.1161
480,0.086
485,0.0746
490,0.0764
495,0.0975
500,0.1385
505,0.2017
510,0.2868
515,0.3793
520,0.4703
525,0.5514
530,0.6103
535,0.6564
540,0.6912
545,0.708
550,0.726
555,0.7322
560,0.7291
565,0.7243
570,0.7188
575,0.7033
580,0.6886
585,0.6659
590,0.6476
595,0.6203
600,0.5915
605,0.5574
610,0.5294
615,0.5001
620,0.4643
625,0.4317
630,0.4005
635,0.3659
640,0.3355
645,0.3071
650,0.2812
655,0.2533
660,0.2284
665,0.205
670,0.1819
675,0.1647
680,0.1485
685,0.1334
690,0.1197
695,0.1071
700,0.0941
705,0.0851
710,0.0749
715,0.0651
720,0.0589
725,0.0526
730,0.0461
735,0.0402
740,0.0358
745,0.0317
750,0.028
755,0.0255
760,0.022
765,0.019
770,0.0177
775,0.0157
780,0.0132
785,0.0124
790,0.0105
795,0.0091
800,0.0085
805,0.0085
810,0.0085
815,0.0085
820,0.0085
825,0.0085
830,0.0085
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
